Threshold,Trop.,Arid,Temp.,Conti.
56,64.04077312901906,0.7743581486783488,34.011200067368875,17.77772625021356
57,61.51071244036393,0.689416358755581,32.57408747345356,16.3647289506585
58,59.06725424737773,0.6132458902003015,31.16490465745682,15.030755639959093
59,56.73371121022014,0.5415753078983221,29.803589746750067,13.775413673879704
60,54.50198445019932,0.46869146082151986,28.482753460657687,12.56405732349932
61,52.32232010818662,0.3964469911239194,27.197838603031048,11.430789081035417
62,50.25839908704244,0.3302249882008196,25.93648397642752,10.381704393447365
63,48.28637889342167,0.26869162953109954,24.72413103505546,9.37741505173905
64,46.33594940210787,0.22083027816723444,23.558439682345806,8.443021114628792
65,44.46438621120168,0.1798333266963557,22.400550754045653,7.560758190001549
66,42.65663322768331,0.14559694713095064,21.257410426291596,6.759005467852834
67,40.91488232098065,0.12064183859073478,20.170318880512347,6.009890726547612
68,39.24676245821035,0.09740664288116171,19.10850794672444,5.325926150217512
69,37.58171121263909,0.08074536153638838,18.058786986248506,4.726232251630807
70,35.96579253371119,0.06560121553359385,17.01932838997165,4.164909471550293
71,34.36879016101133,0.04973625469176685,15.988668809095973,3.682351282828397
72,32.81249348429104,0.03769138889952047,14.957484125688289,3.2540079594304907
73,31.258732437815393,0.027084958978295562,13.928986453435373,2.8687675906436283
74,29.725612809189457,0.01885039738452922,12.927480312835137,2.5216771823145656
75,28.23314841623971,0.012457204144707766,11.95480987028752,2.213022347644834
76,26.76125605822254,0.008417631876239744,10.995791305129812,1.941637177671664
77,25.323917969826514,0.00502193780642212,10.065073874185835,1.70366618984024
78,23.896801246633075,0.002366127674887535,9.149399132743566,1.496750167857177
79,22.509234363094993,0.0015738369664479558,8.229637895170088,1.3133784109418645
80,21.147738110672982,0.0012536724396356612,7.324487280750661,1.1616109670058066
81,19.795250599288057,0.000927988528405453,6.444018456441103,1.03044404047825
82,18.44223483160216,0.0005164958360690617,5.573518695817253,0.9092291275729544
83,17.133280370070334,0.00034924949888678626,4.732004043050549,0.8086433131073693
84,15.865914659827151,0.00026482203162728923,3.9257583827957765,0.7146925850369582
85,14.614180605439142,0.0001797592605747499,3.1818710135434043,0.6331763795375116
86,13.398303327253169,0.0001797592605747499,2.487910566491429,0.5598337576321646
87,12.216305412130687,0.0001797592605747499,1.8854858982056226,0.485634296122227
88,11.073089393921567,9.165222375443342e-05,1.362609631420522,0.4179868389063974
89,9.952776045907195,9.165222375443342e-05,0.9237049271039229,0.35153712400878573
90,8.854909648472706,9.165222375443342e-05,0.5852089334146929,0.28117791826290023
91,7.75081140357129,0,0.3323917013934834,0.2184452157516617
92,6.671377208829338,0,0.16698997218500233,0.15759803589974822
93,5.640261908338797,0,0.07742980176381198,0.10654877848976699
94,4.679099174508732,0,0.03150163069687197,0.06352112011266738
95,3.759775522378592,0,0.010351357307057532,0.03320479836946699
96,2.8855968902617395,0,0.0035149867667008984,0.012978586214892314
97,2.0090079902164466,0,0.0009842460766421141,0.0034422833835813906
98,1.172227243215477,0,0,0.00029792491190277565
99,0.3801191654094263,0,0,0
100,0,0,0,0
